Bank Ticker,BAC,BAC,BAC,BAC,BAC,C,C,C,C,C,GS,GS,GS,GS,GS,JPM,JPM,JPM,JPM,JPM,MS,MS,MS,MS,MS,WFC,WFC,WFC,WFC,WFC
Stock Info,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume
date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-13,13.5184,13.7286,13.2509,13.2605,86193936,41.8235,42.3846,40.8916,40.9962,19433489,151.4897,153.2505,148.9758,149.0525,2550093,57.6231,58.277,56.9881,57.1562,15122325,24.6363,25.0691,24.3541,24.3541,13378807,45.231,45.535,44.4111,44.4387,25251741
2016-05-16,13.2032,13.3942,13.184,13.3082,57848601,40.9962,41.3671,40.8345,41.0342,17158384,149.0525,150.5494,148.3425,149.0909,3177707,57.1655,57.8893,56.9694,57.5858,10951344,24.3259,24.8527,24.3165,24.6552,9883850,44.3282,44.798,44.1578,44.4664,19655303
2016-05-17,13.27,13.4993,13.2032,13.3847,76273764,40.9582,41.738,40.7109,41.5573,19942950,148.4768,150.7509,147.5461,148.3905,2701459,57.371,58.0527,57.1095,57.5858,12180930,24.5329,24.9844,24.4106,24.6081,14474052,44.3466,44.3743,43.8031,43.8676,21495620
2016-05-18,13.3942,14.0916,13.3847,14.0343,151871694,41.6048,43.8734,41.6048,43.6209,37645212,148.544,153.5239,148.3905,153.4664,3653260,57.6231,59.9299,57.6138,59.8085,24052314,24.6363,25.6711,24.6269,25.6241,20335547,43.9229,44.8809,43.8676,44.8164,30028165
2016-05-19,13.9436,14.2015,13.7859,13.8815,106156946,43.3641,43.8016,42.4417,42.8506,23036064,152.2574,153.4759,148.2657,148.4384,4711959,59.3322,59.9766,58.7438,59.2015,16076159,25.4641,25.7275,24.8715,25.0314,11487084,44.623,45.102,44.365,44.5677,13604146
2016-05-20,13.9866,14.0439,13.7859,13.8719,81214003,43.1929,43.4592,42.5938,42.6984,19610197,149.4555,150.0792,147.6919,148.2561,3247841,59.6404,59.9486,59.1828,59.3135,11862030,25.2572,25.5582,25.0879,25.1819,14312953,44.7888,45.3323,44.7335,44.9086,13222812
2016-05-23,13.891,13.9483,13.7573,13.8241,66303181,42.6509,42.9647,42.3846,42.8981,15050504,148.189,149.7722,147.5174,149.1581,2767609,59.2575,59.6497,58.9867,59.2668,9347540,25.1349,25.3418,25.022,25.2384,8913106,44.9178,45.0283,44.5401,44.8625,10643985
2016-05-24,13.9483,14.0916,13.8815,14.0248,96183749,43.2215,43.9252,43.0883,43.6114,18976539,150.3287,152.1326,150.108,151.2115,3039543,59.7151,60.4903,59.5937,60.2755,13839390,25.4359,26.0144,25.3607,25.784,18026113,45.1849,45.4797,44.8533,45.3231,16597709
2016-05-25,14.1681,14.4738,14.1681,14.2541,123568712,43.9252,45.266,43.9252,44.6384,23976508,151.6624,155.7212,151.6337,154.7233,3260320,60.649,61.8258,60.6304,61.1907,18936695,25.9721,26.6118,25.9627,26.132,15858145,45.6731,46.8246,45.6087,46.5207,22482241
2016-05-26,14.3114,14.3209,14.0343,14.0439,65356574,44.7335,44.8096,43.8111,43.8491,16956563,154.637,154.8036,152.7275,152.7275,2576124,61.2374,61.2468,60.621,60.7331,9428352,26.2543,26.2543,25.7275,25.7934,10080056,46.5391,46.668,46.4285,46.5667,14983339
2016-05-27,14.1012,14.2158,14.0343,14.2158,62411281,43.9727,44.3817,43.8206,44.2961,13854489,152.9007,154.5386,152.5375,153.7004,2157794,60.9012,61.1347,60.7518,61.1067,10116014,25.8216,26.0003,25.6899,25.8969,10156095,46.6128,46.8523,46.5114,46.8431,13430516
2016-05-31,14.3591,14.3783,14.0725,14.13,85635898,44.5814,44.6004,44.0393,44.2866,21404013,154.5386,155.7429,152.7562,153.6522,2916146,61.3868,61.4709,60.6677,60.9572,15139407,26.0003,26.2167,25.6241,25.7463,12723372,46.9997,47.1563,46.5114,46.7233,19725015
2016-06-01,13.9958,14.2834,13.852,14.2451,62612116,43.7825,44.686,43.25,44.6384,17212523,152.1299,154.6831,150.2994,154.1243,2581557,60.4809,61.5643,60.014,61.3495,14031018,25.5018,25.9345,25.0879,25.8592,11175080,46.2996,47.0181,46.2167,46.9813,16774325
2016-06-02,14.3313,14.3601,14.1588,14.3217,64327307,44.5623,44.7525,44.3151,44.6669,15483762,154.2881,154.4711,152.6718,153.4595,2257052,61.1907,61.4616,60.8545,61.4616,10637550,25.831,25.9157,25.6052,25.6617,8077673,46.9444,47.0826,46.7141,47.0826,14206658
2016-06-03,13.8616,13.9,13.6028,13.8233,148600851,42.8981,43.3641,42.0803,43.1644,36961501,150.1645,150.8196,148.2376,149.9814,4329320,60.0046,60.5743,59.3509,60.3689,20261681,25.022,25.0691,24.467,24.9656,14562647,46.2167,46.3456,45.7008,46.2351,25452559
2016-06-06,13.8424,14.0917,13.7753,13.9191,80949339,43.1644,43.9918,42.9932,43.4973,17321430,150.5402,152.1385,150.0778,151.3206,2540381,60.3689,61.4149,60.3315,60.9666,13193497,25.0408,25.4077,24.975,25.2572,10174192,46.2811,46.8615,46.2351,46.5114,14528522
2016-06-07,13.9383,13.9958,13.7466,13.7562,67447137,43.7825,43.8396,43.2785,43.3071,12089832,151.4555,151.7156,149.4997,149.4997,2489706,61.1253,61.3962,60.7424,60.7611,9924106,25.3136,25.3418,24.928,24.9468,9949074,46.7325,46.7325,46.3088,46.3088,15310077
2016-06-08,13.7562,13.8616,13.7082,13.8329,58292864,43.25,43.6494,43.0741,43.3261,13147321,149.5286,150.8582,148.2857,148.989,2426771,60.6397,61.1534,60.6304,60.9386,9428013,24.8903,25.229,24.8339,24.9656,10311474,46.2904,46.4654,45.8205,46.0601,18168540
2016-06-09,13.7274,13.7274,13.4973,13.6028,74814895,42.9647,42.9932,42.4607,42.803,17068975,148.1701,148.6518,146.8898,147.5728,2712162,60.5089,60.6117,60.0233,60.4716,10817761,24.7116,24.7492,24.4106,24.5329,9892974,45.7376,45.7653,45.0007,45.2678,19464358
2016-06-10,13.4015,13.4206,13.181,13.2577,90725677,42.0993,42.223,41.5383,41.7475,23071149,145.8193,146.1178,144.1043,144.4126,4335725,59.7058,59.8365,59.3789,59.6217,16678358,24.119,24.3165,23.9308,24.0249,13449838,44.669,44.8717,44.3743,44.5309,16815315
2016-06-13,13.0755,13.3297,13.018,13.0372,74851719,41.1103,41.8996,41.0295,41.0438,20612145,143.5551,145.7865,143.1601,143.1987,3385841,59.2855,60.0887,59.08,59.0894,14382759,23.8085,24.2036,23.7427,23.7615,12824281,44.3374,44.6875,44.1808,44.19,16150106
2016-06-14,12.9989,13.1582,12.625,12.7113,85377775,40.9296,41.4051,39.4794,39.9026,27621252,142.8037,143.6033,140.1349,140.8478,5069610,58.5384,59.2762,57.6046,57.978,19509322,23.6016,23.912,22.9713,23.1407,15812914,44.0887,44.3282,42.8451,43.1859,25311654
2016-06-15,12.8263,13.0947,12.7304,12.788,100659070,40.2259,40.787,39.9112,39.9501,21934233,141.7824,143.2661,140.5684,140.8189,2981372,58.2862,58.8139,57.8192,57.8753,16982140,23.3664,23.6769,23.1131,23.2535,17393040,43.5452,43.8123,43.0569,43.0938,20141964
2016-06-16,12.6825,12.7784,12.4812,12.7592,90151952,39.5698,40.1118,39.1323,40.0547,19904800,139.7013,141.6186,138.285,141.2718,3499194,57.3896,58.1835,56.876,58.1088,16791228,22.9996,23.6204,22.7926,23.5828,16309381,42.8082,43.1675,42.3384,43.1583,15619311
2016-06-17,12.8263,12.9701,12.7304,12.8455,89022300,40.3591,40.8298,40.0833,40.3971,25113413,141.2718,142.8133,140.1445,140.3179,4296532,58.1835,58.5664,57.8379,58.1648,15751497,23.611,23.9746,23.5593,23.8085,19295853,43.1583,43.2964,42.8543,42.928,25661279
2016-06-20,13.1714,13.2769,12.9509,12.9797,89873995,41.329,41.8901,40.6824,40.7014,20243952,143.0734,145.0003,142.187,142.3508,3338934,59.2575,59.6311,58.2208,58.2489,12213239,24.3447,24.7398,24.3165,24.3635,17426373,43.7478,44.1255,43.2228,43.232,19490106
2016-06-21,13.0516,13.0851,12.8886,13.0564,73810799,41.0533,41.0913,40.3876,40.8155,14714924,143.0734,143.3914,141.7439,142.9289,2424787,58.5851,58.8372,58.0341,58.7905,11611632,24.5141,24.7398,24.2695,24.6457,12357082,43.5636,43.6097,43.0846,43.5083,11731625
2016-06-22,13.0372,13.2097,13.0276,13.0468,77980475,40.768,41.3005,40.5445,40.5873,18087638,142.6013,144.6342,142.5821,142.7266,2487606,58.7905,59.5003,58.5384,58.5664,12643492,24.674,25.0973,24.5893,24.8245,14542936,43.4346,43.8307,43.232,43.2688,17072144
2016-06-23,13.2673,13.4686,13.2481,13.459,82494585,41.3766,42.3181,41.3386,42.28,25702960,145.0581,147.2163,144.6535,147.0814,2940458,59.491,59.9112,59.3322,59.8178,16583609,25.3324,25.6711,25.2102,25.6711,18027229,43.886,44.1347,43.6557,44.1347,16269981
2016-06-24,12.51,12.8838,12.4333,12.462,231499186,38.6378,39.3605,38.2859,38.324,71849750,137.8033,141.0694,135.7704,136.6761,9442225,56.4837,57.6231,55.4191,55.6619,44108712,23.5828,24.0155,23.056,23.0654,49311895,42.1542,43.2688,41.712,42.1081,46744062
2016-06-27,12.2415,12.2415,11.5513,11.676,259697521,37.6393,37.6964,36.4316,36.5932,53511902,134.9515,136.0691,133.1498,134.4119,7397164,54.8307,54.868,53.2804,53.8034,37925291,22.6233,22.6797,21.7391,22.2094,25786301,41.6383,41.7571,40.9934,41.4633,35094392
2016-06-28,12.0498,12.1936,11.8389,12.1744,150136310,37.858,38.6378,37.2779,38.4571,38605629,137.0133,137.4035,134.7106,137.206,5041530,55.279,55.6152,54.4104,55.5872,29088741,22.8208,23.1689,22.4587,23.1501,19792311,42.2739,42.4766,41.7673,42.4674,27525655
2016-06-29,12.5291,12.6729,12.3853,12.6442,118484022,39.1228,40.1213,38.8946,40.0547,34004075,138.3525,140.2312,137.7071,140.183,3804113,56.3717,57.1655,56.0355,57.1562,21483012,23.4605,23.7474,23.1783,23.7333,13760846,42.9556,43.2826,42.5088,43.2688,20856371
2016-06-30,12.8167,12.8263,12.5291,12.7209,125773865,40.5873,40.6967,39.6363,40.3115,34485440,141.3103,143.4395,140.0578,143.1505,4528624,57.5577,58.0807,56.9881,58.0376,21343616,23.8368,24.4576,23.6863,24.4388,19736330,43.5175,43.6281,42.8635,43.6004,22538811
2016-07-01,12.6442,12.7209,12.4812,12.5579,88888071,40.2259,40.5968,39.9121,40.1023,19399551,143.0638,145.193,142.6591,142.8326,3096778,57.9058,58.3684,57.567,57.6611,14217796,24.2413,24.8339,24.2319,24.3824,8863443,43.3701,43.5544,43.1675,43.3241,19013628
2016-07-05,12.3949,12.4045,12.1073,12.2128,98246526,39.351,39.4652,38.4381,38.7805,25571075,141.3585,141.5704,138.0923,139.1714,3942959,56.8987,57.0399,55.628,56.0515,23357694,23.9873,24.0531,23.3523,23.5169,13317306,43.0201,43.0754,42.2002,42.5687,22213032
2016-07-06,12.0019,12.3853,11.9348,12.3278,94983303,38.1813,39.0657,38.0672,39.0467,27713900,137.7166,140.6069,137.4122,140.2601,2941759,55.5433,56.7481,55.308,56.6539,20429800,23.263,23.7333,23.1124,23.658,14164987,42.2739,42.9832,42.0989,42.974,19024127
2016-07-07,12.3326,12.5675,12.3086,12.4716,101100345,39.3035,39.9977,39.0753,39.2654,24585547,140.6648,142.6784,140.0482,141.6282,2578292,56.9646,57.5481,56.6257,57.021,13771417,23.7709,24.3777,23.7615,24.166,13428720,42.9095,43.4945,42.7806,43.1122,17946194
2016-07-08,12.7304,12.7688,12.5675,12.625,92698914,39.7504,40.1974,39.584,39.9216,29468610,143.902,145.405,142.8904,144.8847,3281405,57.727,58.5176,57.727,58.1976,16998814,24.6175,24.8621,24.4858,24.8057,14141631,43.711,44.144,43.711,44.0242,19775669
2016-07-11,12.74,12.8455,12.6538,12.6633,67267266,40.3115,40.6539,40.2164,40.2164,19752639,145.9542,147.3897,145.8482,146.6286,3042069,58.7529,59.2518,58.4894,58.6118,13151438,25.1067,25.323,24.8245,24.8903,13212971,44.3098,44.6322,44.1624,44.2913,16008705
2016-07-12,12.8551,13.0372,12.8455,12.9797,89070594,40.7204,41.3481,40.6634,41.31,23803634,148.3724,151.5037,148.2954,151.1857,5119409,59.3271,59.826,59.1953,59.4871,16588124,25.229,25.8122,25.2007,25.7463,15516934,44.6046,44.798,44.4157,44.5401,15067947
2016-07-13,12.9413,13.018,12.7688,12.8838,74595569,41.2054,41.5383,40.9106,41.2054,20488172,151.2628,152.4864,150.4439,152.1492,4276430,59.3742,59.7036,58.96,59.4495,18526932,25.8216,25.8498,25.3418,25.5488,12911881,44.5032,44.6506,44.1992,44.4664,14389624
2016-07-14,13.1618,13.2097,13.0755,13.0851,97852124,42.2039,42.5748,41.9567,42.2705,37093643,154.4326,157.2748,154.1628,156.6004,5087724,60.9366,61.1625,60.2872,60.3531,28985935,26.1508,26.4142,26.0191,26.339,15436585,45.1849,45.277,44.8349,45.0836,17578435
2016-07-15,13.2097,13.2193,12.9605,13.0947,78652469,42.7935,42.8221,41.6952,42.1564,29198761,156.9087,157.1784,154.8276,155.7332,3078402,60.9461,60.9931,59.873,60.4095,17607090,26.5741,26.5977,26.0474,26.3484,18519759,45.0007,45.0283,43.6741,43.9505,35120978
2016-07-18,13.2673,13.6411,13.2481,13.5261,187187124,42.1088,42.6984,42.0708,42.3846,18683851,156.4269,158.0937,156.0897,157.3615,4734502,60.3625,60.6166,60.146,60.2025,10824364,26.3954,26.5553,26.2073,26.5365,14083887,44.0426,44.5216,44.015,44.4756,24139225
2016-07-19,13.4782,13.7753,13.4494,13.6699,96940055,42.0233,42.4987,41.9027,42.1754,15297288,156.0994,158.0841,154.8565,155.5117,5399685,59.873,60.3342,59.7318,60.1083,9737390,26.2919,26.7152,26.1226,26.5177,21511226,44.2913,44.7243,44.2591,44.5585,15982946
2016-07-20,13.7562,13.8329,13.6699,13.8041,79277868,42.3466,42.5082,42.0328,42.2895,16547139,156.61,156.9376,153.4017,155.8585,3547824,60.3437,60.4557,59.9672,60.1742,10411068,27.4113,27.4113,26.5177,27.0727,28606072,44.7612,44.8533,44.5861,44.7796,16569909
2016-07-21,13.8329,13.8712,13.6699,13.6795,70985429,42.3181,42.5083,41.9472,41.9662,15045567,155.8007,155.9837,153.9316,154.2014,2997187,60.2401,60.4095,59.8919,59.9483,9952750,27.0163,27.3549,26.9316,27.1574,20364750,44.8164,44.9638,44.4848,44.494,15938855
2016-07-22,13.6699,13.8041,13.5932,13.7849,46604794,41.9377,42.185,41.6809,42.1279,12764241,154.4326,154.8565,154.0183,154.5482,1811695,60.146,60.3248,59.8636,60.2778,8195688,27.0633,27.3455,27.0257,27.2044,12996662,44.5124,44.5493,44.3098,44.5124,13588537
2016-07-25,13.7178,13.7945,13.6891,13.7753,46420800,42.1374,42.1849,41.7601,41.8806,14391439,153.8063,155.4346,153.7774,154.6445,1956099,60.2213,60.4001,59.9342,60.1178,8168252,27.1103,27.4113,27.0821,27.4019,10622881,44.4387,44.4572,44.0795,44.3282,12122176
2016-07-26,13.7274,13.9479,13.7178,13.9287,60205579,41.776,42.0708,41.7475,41.9852,16152511,154.8083,155.5984,153.5944,155.2708,2150146,60.2213,60.4848,59.9672,60.3625,8067766,27.2985,27.543,27.1574,27.4973,15019480,44.2453,44.3743,44.0336,44.19,16130062
2016-07-27,13.9671,14.0917,13.852,14.0246,100985998,42.0328,42.5178,41.9662,42.1184,17814222,155.3093,156.2439,154.5482,155.107,2317561,60.3154,60.8849,60.2966,60.5507,11806756,27.4973,27.8193,27.4026,27.4878,13672223,44.1716,44.4203,44.015,44.2177,17886802
2016-07-28,13.9671,14.0821,13.8616,14.0725,72049503,41.9943,42.1565,41.6889,42.0706,13239559,154.3266,155.0781,153.0356,154.6638,2047424,60.2401,60.419,59.9766,60.3342,10013424,27.3742,27.4973,27.1421,27.3363,11528356,44.1624,44.4157,43.9229,44.3374,12562560
2016-07-29,13.9575,14.0917,13.8808,13.8904,63276523,41.8702,42.147,41.7652,41.813,13773743,153.6811,154.3362,152.8525,153.0067,2388194,60.0519,60.5131,60.0048,60.2119,13210412,27.251,27.4783,27.0805,27.2131,10498503,44.1716,44.3743,44.1716,44.19,13111673
2016-08-01,13.9191,13.9958,13.6699,13.737,61460852,41.9179,42.0086,41.2689,41.4407,14794430,153.0067,154.0761,152.1588,152.3997,2316300,60.3813,60.5319,59.873,60.0519,11422601,27.3173,27.3931,26.8721,26.9953,10395972,44.1992,44.2637,43.8768,44.0426,16026645
2016-08-02,13.6891,13.852,13.5069,13.5453,83776290,41.2594,41.6412,40.5627,41.0303,20089133,151.8891,152.6695,149.6924,150.3572,3182783,59.8542,60.2495,59.6565,59.9107,13550022,26.8911,27.0521,26.3228,26.5217,16915456,43.9044,44.0643,43.6557,43.9413,17033061
2016-08-03,13.5261,13.8808,13.5117,13.8808,65305419,40.9731,41.937,40.9063,41.8893,14708296,150.7329,153.1416,150.4728,152.5538,2284670,59.9483,60.8708,59.9107,60.8613,13122345,26.4933,27.0048,26.4743,26.9195,10561990,43.9506,44.2375,43.9506,44.1734,14913525
2016-08-04,13.8808,13.9383,13.7657,13.8808,46176646,41.7461,42.0325,41.6698,41.8416,11747861,152.4382,153.0934,151.6578,152.2744,2005699,60.7013,61.0072,60.4943,60.7672,9873007,26.7774,26.8958,26.5122,26.7869,12162934,44.2013,44.5727,44.1734,44.4241,14662635
2016-08-05,14.1396,14.4368,14.1396,14.4272,120947818,42.5956,43.6454,42.481,43.6359,28566792,153.9123,156.2053,153.3824,156.1668,2676100,61.3131,62.4709,61.2473,62.405,20752730,27.09,27.6394,27.0805,27.4783,11881867,44.9349,45.2227,44.6934,45.2042,19064723
2016-08-08,14.456,14.5422,14.3026,14.5039,71960279,43.7409,44.0558,43.4068,43.8649,16861616,156.1764,157.9877,156.0897,156.8798,2266612,62.1885,62.5791,61.972,62.2167,11359174,27.4878,27.8667,27.4689,27.5825,9018550,45.297,45.5477,45.2599,45.4177,14871601
2016-08-09,14.4847,14.5614,14.4464,14.5614,49973298,43.8554,44.0081,43.5882,43.8077,12203839,156.5618,158.5649,156.5618,157.4675,1957434,62.292,62.3862,61.8308,62.0003,10096971,27.611,27.933,27.611,27.7909,11012614,45.5199,45.6406,45.3249,45.4363,10449765
2016-08-10,14.5326,14.5518,14.1684,14.1971,79080688,43.7122,43.8077,43.3209,43.3782,16566659,157.4771,157.6216,156.0897,156.2632,1656141,62.0473,62.1885,61.332,61.4449,11556086,27.8383,27.9141,27.5162,27.5731,8186668,45.3342,45.4363,44.6424,44.7399,16782739
2016-08-11,14.2163,14.3505,14.1348,14.2642,68945407,43.4355,43.8172,43.2255,43.6454,14819381,156.2728,158.2479,156.0127,157.8721,1827689,61.4355,61.8308,61.2002,61.6143,9604549,27.6488,27.8904,27.4973,27.8288,8741090,44.7863,45.037,44.4984,44.7956,14614072
2016-08-12,14.1588,14.293,14.0917,14.293,63031344,43.34,43.5214,43.1587,43.5023,12472897,156.7256,157.4,156.1475,157.2844,1440839,61.1531,61.5108,61.0496,61.4826,7685383,27.611,27.6583,27.3363,27.6299,9749038,44.6191,44.647,44.4149,44.4799,13227473
2016-08-15,14.3505,14.408,14.3265,14.3984,48592071,43.7313,44.3803,43.7313,44.2753,12252683,157.8818,159.7798,157.8143,159.5004,2222188,61.7085,61.9626,61.6143,61.8591,8371557,27.8193,28.2266,27.7625,28.094,9410977,44.6191,44.8884,44.6006,44.8234,11758906
2016-08-16,14.3505,14.5614,14.3122,14.5422,80307508,44.1417,44.6571,44.032,44.4949,15202061,158.9608,160.6662,158.7007,159.5967,2523774,61.5202,62.085,61.4073,61.8497,10128856,28.4066,28.7665,28.2882,28.6529,22161925,44.7213,45.1299,44.6284,44.9813,13957611
2016-08-17,14.5326,14.6093,14.456,14.5231,93407349,44.3899,44.6667,44.2658,44.5044,17899305,159.8761,160.2422,158.72,159.616,2061908,61.9344,62.1038,61.6896,62.0191,11868065,28.6718,28.8613,28.5269,28.7665,12326976,44.9163,45.1856,44.8606,45.1392,13062907
2016-08-18,14.4847,14.6093,14.4368,14.5326,62804324,44.4471,44.5712,44.1036,44.3803,14190255,159.298,160.4735,158.614,159.9917,1750624,61.7649,62.1132,61.6802,62.0756,9313621,28.6718,29.117,28.6008,28.937,13369434,45.037,45.1856,44.8792,45.0649,12189198
2016-08-19,14.5039,14.6189,14.4272,14.5902,59834808,44.2276,44.4662,43.9222,44.409,12207628,159.3173,160.801,158.4887,160.1555,1840878,61.8591,62.0379,61.3884,61.9908,9084877,28.795,29.0933,28.6624,28.937,8832109,44.9813,45.2506,44.7584,45.1763,12557726
2016-08-22,14.571,14.6189,14.4943,14.5518,60877097,44.304,44.6189,44.1417,44.533,11007477,159.9339,160.8107,158.8645,160.1844,1448111,61.8873,62.0097,61.5673,61.9344,9055631,28.8328,29.0791,28.7855,28.9844,6613882,45.167,45.2599,45.037,45.1577,9212563
2016-08-23,14.6285,14.7723,14.6285,14.7148,67817912,44.7621,44.9158,44.4662,44.4662,13345548,160.8974,161.7163,159.9147,160.011,1965548,62.1885,62.4426,61.8967,61.9061,8949607,29.1738,29.3349,29.0507,29.0981,7907729,45.167,45.2692,44.9349,44.9534,15430170
2016-08-24,14.734,14.8586,14.7244,14.7627,65484860,44.5044,44.9673,44.4185,44.533,16054356,159.722,160.6083,158.8259,159.2595,2035311,62.1132,62.3391,61.9061,62.0756,10167204,29.1928,29.5148,29.0981,29.278,12453478,45.037,45.2877,44.8977,45.1577,16315832
2016-08-25,14.7819,14.8969,14.7627,14.8873,67714420,44.3899,44.6857,44.3517,44.5903,16520236,159.0475,159.9725,158.5947,159.8376,1441362,62.0379,62.2544,61.925,62.1885,9978651,29.278,29.4201,29.1454,29.3349,7838740,45.1484,45.2135,44.8513,44.9256,13643168
2016-08-26,14.964,15.242,14.9353,15.1366,126886261,44.6953,45.0866,44.5712,44.9625,23338460,160.6662,161.9283,159.3173,159.905,2402214,62.4332,62.9509,61.9767,62.3297,14038597,29.4769,29.9127,29.297,29.5148,10693437,45.1113,45.3527,44.8327,45.0463,15527260
2016-08-29,15.1557,15.3475,15.1222,15.1845,120144925,45.0389,45.5161,44.9625,45.1057,16699972,160.512,161.726,160.0784,160.7721,2620945,62.5838,63.158,62.5556,63.0168,14583145,29.5622,29.9316,29.5054,29.7516,9167771,45.2692,46.1931,45.2135,46.0213,21201406
2016-08-30,15.2133,15.5584,15.1462,15.5204,121280568,45.0675,45.7451,45.0675,45.7165,17519795,161.2267,163.9543,160.986,163.8189,2934067,63.0262,63.6239,63.0168,63.5345,13791151,29.7895,30.4905,29.7895,30.4905,13745602,46.1792,47.0242,46.1328,47.0056,25055769
2016-08-31,15.6118,15.6407,15.294,15.5444,127664267,45.7738,45.9838,45.0961,45.5638,20826607,163.7028,164.6603,161.9811,163.9059,3688209,63.4969,63.7886,62.9274,63.5345,14952329,30.4336,30.6041,30.0453,30.3673,15561210,47.0799,47.2842,46.6528,47.1728,24533587
2016-09-01,15.5541,15.5541,15.1688,15.3903,128812599,45.6402,45.8406,44.6285,45.2011,19403873,164.4282,164.4959,161.1977,162.987,2843274,63.6663,63.7416,62.7344,63.2615,12226517,30.4431,30.661,29.7801,30.2252,11986456,47.2842,47.3585,46.5321,46.8292,17017066
2016-09-02,15.3518,15.4674,15.2362,15.4096,100997299,45.3347,45.5352,44.8671,45.3443,16293784,162.9967,164.1767,162.397,163.6351,1747492,63.4404,63.6051,63.045,63.5251,13720662,30.2726,30.5094,29.9979,30.2063,12288199,46.8478,47.0428,46.5971,46.9406,12683950
2016-09-06,15.4578,15.4674,15.1207,15.1977,96542163,45.3443,45.4779,44.5235,45.1343,17649519,163.1902,164.2251,161.9763,163.7802,2034947,63.5345,63.5816,62.7909,63.478,16649371,30.2726,30.5189,29.8842,30.0737,14191389,46.9499,46.9592,46.0863,46.4206,21832155
2016-09-07,15.1399,15.2651,15.0725,15.1207,63310328,44.8575,45.4684,44.7239,45.3157,13610584,163.1708,164.6313,163.1224,164.109,1584347,63.2145,63.6193,63.0262,63.2145,10070407,30.0074,30.2537,29.9127,30.0169,10845008,46.2349,46.4578,46.1049,46.2163,12437261
2016-09-08,15.1881,15.3518,15.1014,15.2748,69292664,45.2966,45.8788,45.163,45.6115,15856381,163.7995,166.2466,163.1805,166.0338,3031625,63.2709,63.7039,63.0639,63.2992,12252961,30.0263,30.5047,29.9411,30.3484,12696066,46.2535,46.4206,46.0213,46.3371,14169243
2016-09-09,15.3229,15.5541,15.1592,15.1592,135182534,45.7165,45.9742,45.0198,45.0198,20468110,165.231,166.7689,162.987,163.0451,3411750,63.0921,63.4686,62.725,62.7344,19686877,30.2915,30.5662,29.9221,29.9221,16493884,45.9563,46.2999,45.2413,45.2413,32147152
2016-09-12,15.0725,15.3518,14.9088,15.3133,109723978,44.514,45.6879,44.2181,45.6115,22074757,161.5362,166.0435,160.7818,165.4535,2647877,62.2544,63.3462,61.8967,63.1204,16452983,29.6664,30.6136,29.4959,30.5378,13888148,44.9163,45.167,44.5541,45.0742,35588431
2016-09-13,15.0918,15.2748,14.9762,15.1399,89317564,44.7621,45.1343,44.4853,44.7812,19885037,163.0161,164.3992,160.9268,161.5265,2788205,62.2262,62.9321,61.9532,62.6215,18876069,30.0169,30.3105,29.619,29.799,13954085,44.387,44.4427,43.1984,43.607,59000513
2016-09-14,15.0918,15.2555,14.9858,15.0532,75528119,44.7526,45.2775,44.5521,44.6189,19778442,161.5265,162.3583,160.1627,160.7141,1995901,62.3768,63.2945,62.3203,62.4991,12648595,29.8274,30.1258,29.6569,29.8937,11687598,43.7184,44.1827,43.1798,43.1984,44841748
2016-09-15,15.0629,15.164,15.0051,15.0918,67899709,44.6189,45.163,44.4662,44.9339,14205345,160.3465,163.2288,160.3272,162.5711,1666130,62.3956,62.998,62.2073,62.725,12639749,29.8842,30.4431,29.8369,30.2631,10056469,42.827,43.0405,41.9634,42.8548,61190519
2016-09-16,15.0821,15.1014,14.9088,14.9184,90926246,44.4758,44.6571,44.1322,44.2944,24820832,162.3487,162.5421,160.1821,160.5593,4534927,62.2073,62.3673,61.5955,61.9532,25161488,29.9979,30.121,29.7232,29.9221,14756151,42.4369,42.5948,42.0191,42.1862,51871380
2016-09-19,14.9762,15.1977,14.9762,15.0147,66186415,44.4949,45.0818,44.3899,44.4662,12759685,161.8554,162.7936,160.2498,160.7624,2030742,62.2638,62.725,61.9814,62.3015,13466874,30.0453,30.4052,29.8558,29.9316,7806455,42.3627,42.9848,42.2326,42.7248,33562406
2016-09-20,15.1592,15.1785,14.9377,15.0244,68210398,44.8957,45.0389,44.3326,44.4185,13749411,162.1842,162.7646,160.9365,161.0139,1533159,62.8286,62.9227,62.3485,62.5556,10092157,30.1589,30.3105,29.979,30.0263,8848978,43.7834,43.8298,42.827,43.2355,51510381
2016-09-21,15.1303,15.2459,14.8221,15.0725,95464559,44.8575,45.1248,44.1761,44.7621,16605155,161.9328,162.7646,160.4916,161.5555,2333687,62.9133,63.1862,62.4143,62.9133,14116774,30.1589,30.3673,29.8369,30.2347,10073632,43.1891,43.217,42.0934,42.5577,64530229
2016-09-22,15.111,15.1303,14.928,15.0244,75611314,44.848,45.1439,44.6189,44.9625,16247609,162.929,163.7826,162.2036,162.5131,2467664,63.0545,63.4592,62.9133,63.431,12781744,30.4336,30.7273,30.2915,30.5378,8185280,42.5577,42.827,42.1305,42.4555,36964352
