Bank Ticker,BAC,BAC,BAC,BAC,BAC,C,C,C,C,C,GS,GS,GS,GS,GS,JPM,JPM,JPM,JPM,JPM,MS,MS,MS,MS,MS,WFC,WFC,WFC,WFC,WFC
Stock Info,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume
date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-14,16.0162,16.2244,15.95,16.2054,69999818,52.442,53.1524,52.3189,52.9535,18174852,199.2664,201.8757,198.9723,201.3064,2090696,62.1531,63.1771,61.952,63.1223,20185118,36.2695,36.8043,36.2049,36.6199,8054556,50.5397,51.3543,50.477,51.2469,20066280
2015-07-15,16.5839,16.8866,16.546,16.7258,173099934,53.285,53.7869,52.9914,53.4744,20470527,202.6158,202.6822,200.609,202.0655,2536657,63.296,63.4789,62.9486,63.2594,16891606,36.8412,36.8412,36.4078,36.6107,7649411,51.3901,52.0614,51.2558,51.7213,17159434
2015-07-16,16.9433,17.0947,16.896,16.9812,117054318,54.8382,55.5486,54.6583,55.4918,41084043,200.5758,203.1851,198.6117,200.3765,4405218,63.6617,63.9543,63.4606,63.5977,18035652,36.8965,36.9703,36.7398,36.8043,7969827,52.1331,52.2315,51.9003,52.0704,13194493
2015-07-17,16.9906,17.1798,16.9244,17.1231,96894911,55.4349,55.7759,55.255,55.6433,21055333,199.978,201.9137,199.0529,201.5911,2848961,63.4057,63.5337,63.0126,63.2777,14040686,36.666,37.1179,36.5876,37.0718,8153729,51.8914,51.963,51.4617,51.8645,12963915
2015-07-20,17.1704,17.2461,17.1042,17.142,71980057,55.8422,56.1642,55.5296,55.738,16016635,201.7998,203.0523,200.405,201.5246,2175433,63.5429,63.7861,63.2503,63.3234,11512894,37.7173,37.8464,36.7951,36.9242,15141829,51.9093,52.1778,51.8108,51.963,10084859
2015-07-21,17.1325,17.1893,17.0474,17.1042,63732762,55.6907,56.1737,55.6907,55.9748,21541708,201.1356,201.9099,199.9685,200.6802,1985341,63.232,63.5794,62.9669,63.1771,11659915,36.6199,37.1824,36.6199,36.9611,11773389,51.9361,52.2494,51.6944,51.8735,12504279
2015-07-22,17.0569,17.4826,17.0569,17.4542,110327018,55.9937,57.3292,55.9085,57.1492,30156194,200.9648,202.7866,200.9174,202.3407,2301294,63.3417,64.2652,63.2686,64.0731,15493019,37.0441,37.4591,36.9611,37.3853,9435917,51.9809,52.4464,51.9093,52.3837,14871061
2015-07-23,17.3974,17.4353,17.1042,17.1988,103650135,57.1019,57.727,56.5715,56.7041,29432315,202.7297,203.6311,199.9211,200.2532,2192661,64.1737,64.5577,63.5063,63.6709,14331837,37.33,37.5744,36.7121,36.832,10281597,52.5717,52.603,51.9808,52.1062,13582244
2015-07-24,17.2177,17.2461,16.8771,16.9339,86364298,56.5431,56.6094,55.2455,55.5959,24760756,200.6327,200.6327,196.3155,196.7425,2453880,63.488,63.5977,62.7931,63.0034,12413896,36.9888,36.998,36.1865,36.5185,8370083,52.0793,52.2226,51.6498,51.7213,13157279
2015-07-27,16.7068,16.8204,16.5555,16.7163,93231917,54.8382,55.2455,54.3931,54.8951,20378381,194.9397,195.3097,193.0894,194.5317,2910477,62.3086,62.3726,61.7783,62.1806,16801563,36.2049,36.3156,35.8453,36.1957,11949051,51.4527,51.775,51.3274,51.5512,15495288
2015-07-28,16.8298,16.9244,16.6501,16.915,82166817,55.3592,55.4065,54.7246,55.2834,12566708,196.5432,196.5812,194.1332,195.6893,2018072,62.6743,62.72,61.9611,62.2171,14932360,36.5185,36.6291,35.9928,36.1957,9201095,51.6765,51.775,51.1663,51.3811,16730609
2015-07-29,16.9812,17.2177,16.9528,17.1798,96388569,55.4633,56.0221,55.3402,55.8043,14460768,196.0024,197.4826,195.1484,196.2586,1987293,62.464,63.1771,62.3177,63.0309,13059190,36.1216,36.5151,36.0291,36.3716,9677759,51.5602,52.0346,51.399,51.8824,13718354
2015-07-30,17.2177,17.3028,17.0758,17.1515,65667898,55.6716,55.975,55.2593,55.8138,11202069,195.49,196.7425,194.6095,196.6002,1342938,63.0217,63.4971,62.665,63.1223,10197182,36.242,36.4734,35.9643,36.3808,5512592,51.784,52.0883,51.6676,52.0525,9864823
2015-07-31,17.0569,17.0852,16.896,16.915,67176946,55.7285,55.7759,55.3304,55.4157,12529315,196.7899,196.8563,194.4178,194.5791,1644029,63.0949,63.1223,62.5372,62.656,11911818,36.3623,36.4271,35.9087,35.955,7347564,52.1241,52.142,51.7302,51.8019,12369834
2015-08-03,16.9433,16.9954,16.6879,16.8109,62376780,55.5673,55.6147,54.9322,55.3967,10508705,195.2243,195.4141,192.4632,194.2186,2075500,62.7109,62.9394,62.1714,62.656,9980587,36.0661,36.0754,35.5662,35.881,7078409,51.9809,51.9809,51.4707,51.8377,13085940
2015-08-04,16.8298,16.9623,16.7541,16.8393,69741507,55.3304,55.8043,55.2545,55.4252,10984522,194.5222,196.5527,194.3229,194.674,1451455,62.6011,63.04,62.4549,62.592,10963966,35.9643,36.2698,35.8624,36.0291,6365789,51.7123,52.0614,51.6586,51.7571,12324691
2015-08-05,16.9623,17.0711,16.8393,16.9055,65228627,55.8707,56.1645,55.5484,55.6811,10630976,196.3535,197.1505,194.4463,195.1769,1535537,63.1314,63.4697,62.6834,62.8389,11302860,36.3716,36.4271,35.918,36.1031,4981737,52.086,52.2752,51.7886,51.9418,12032525
2015-08-06,16.9433,17.0048,16.8109,16.8487,47594722,55.7569,55.8896,54.8848,55.0744,14707408,195.4615,196.1257,193.8485,194.5981,1485778,62.8571,63.0309,62.1714,62.4,10803363,36.1402,36.2698,35.7838,36.0383,7573528,51.9418,52.2121,51.7211,51.8337,12556587
2015-08-07,16.9528,17.0947,16.6501,16.792,71020703,55.1503,55.5579,54.4488,54.8943,11933951,194.7974,196.0687,191.9698,193.0325,1691113,62.4731,62.848,61.76,62.2171,11453310,36.0568,36.2698,35.4181,35.7143,8329465,51.8697,52.131,51.3922,51.7796,13596220
2015-08-10,16.9055,17.0758,16.896,17.0663,65791191,55.2261,55.7759,55.1787,55.6811,10812191,194.1237,196.0024,193.8865,195.4331,1640337,62.3726,63.0903,62.3726,62.9851,12661440,35.918,36.2512,35.918,36.1772,5585040,52.077,52.2391,51.9688,52.2031,12397545
2015-08-11,16.8866,17.0001,16.7636,16.8298,65868585,54.9891,55.2166,54.2592,54.6384,18897619,193.0894,193.488,190.3947,191.3815,2553963,62.3817,62.5371,62.0343,62.3817,14800333,35.6218,35.6773,34.9275,35.1033,11188895,51.5634,51.8517,51.3382,51.5454,15425475
2015-08-12,16.669,16.6926,16.1014,16.5744,143433552,53.9748,54.2592,52.4297,53.9464,27569091,189.6736,191.2392,186.5234,190.8407,2789694,61.632,61.76,60.4069,61.4766,21150053,34.7793,34.8441,33.8536,34.7793,14087575,51.2661,51.3111,50.6354,51.1039,21878424
2015-08-13,16.6122,16.7352,16.4987,16.669,67456183,54.0601,54.6005,53.5577,54.3445,15837852,190.4517,191.6187,189.37,190.4706,3353617,61.4857,61.9886,61.2297,61.76,11930623,34.9089,35.1311,34.6868,34.946,6554150,51.1309,51.4769,51.0228,51.2571,11868619
2015-08-14,16.6217,16.7447,16.5933,16.7447,52710258,54.2023,54.7142,54.2023,54.591,8864981,190.556,192.188,190.4706,191.6851,3567146,61.6411,62.0891,61.6229,62.0709,11248813,34.8904,35.2329,34.8164,35.2237,5029754,51.2571,51.6895,51.194,51.6535,9742520
2015-08-17,16.6595,16.8487,16.6122,16.8109,42309963,54.1834,54.8374,54.0222,54.7616,11140334,190.7268,192.4822,189.5597,192.207,1600670,61.824,62.3909,61.6229,62.2354,10326540,34.9275,35.344,34.7608,35.307,5109176,51.3742,51.8067,51.2931,51.6715,11462454
2015-08-18,16.7636,16.9339,16.6974,16.7352,50360727,54.6668,54.9038,54.4109,54.5531,11593241,191.78,192.7099,190.8881,190.8881,1665404,62.1531,62.5006,62.025,62.3634,10617481,35.2422,35.3718,34.983,35.0108,8794378,51.7256,52.0049,51.5994,51.8427,10581474
2015-08-19,16.6028,16.7352,16.4987,16.5176,78522838,54.2023,54.5246,53.6146,54.0317,17672524,189.7875,192.3778,188.9525,190.6699,2721310,62.1074,62.4549,61.5909,61.8057,15197703,34.8164,34.9737,34.4692,34.659,8549678,51.6085,51.8517,51.3111,51.4102,13744637
2015-08-20,16.2622,16.2717,15.8176,15.8176,149185431,53.1122,53.3776,52.4487,52.4487,28455508,188.2788,189.0284,186.6848,186.6848,3140005,61.0834,61.2937,60.288,60.288,20972302,34.1961,34.2517,33.4833,33.4833,14129359,50.8696,50.9778,50.5543,50.5633,20857677
2015-08-21,15.3209,15.7608,15.231,15.231,148874303,51.5671,52.1833,50.7898,50.8088,33437526,183.7528,184.6447,177.9839,178.1357,5406193,59.5109,59.8309,58.1211,58.1486,28235460,32.9279,33.2241,31.6226,31.6689,30185686,49.8515,50.257,48.6172,48.6262,31954445
2015-08-24,14.2093,15.1175,13.812,14.4648,214649482,46.5715,49.7945,44.6473,47.7185,37766989,169.3304,177.3292,163.2958,170.2793,7183557,54.208,57.5269,45.7783,55.0857,36339089,29.2713,31.1134,28.1419,29.8638,24624077,44.3285,47.9685,43.0221,46.1755,40198134
2015-08-25,15.3256,15.3304,14.4269,14.4364,194376992,49.9556,50.003,47.2825,47.2825,27809203,176.3803,177.7467,168.6188,169.1027,7204780,57.6914,57.8928,54.6103,54.7749,31772532,31.2894,31.2894,29.3731,29.4009,19890077,48.2478,48.3379,45.0493,45.0673,31041795
2015-08-26,14.9567,15.1932,14.5073,15.1932,174208534,48.7328,49.6523,47.6332,49.5575,30721887,173.6761,175.5947,169.9472,174.9665,5561817,56.5029,57.5817,55.3554,57.5177,33576825,30.3174,31.0117,29.7388,30.8265,25346416,46.4548,47.2207,45.5718,47.1215,30235778
2015-08-27,15.4959,15.5621,15.2216,15.5527,124185443,50.4201,50.8277,49.6239,50.6571,26467336,177.2533,180.1472,175.9426,179.5305,3798482,58.496,59.1817,57.7234,58.9531,29045691,31.4745,31.7985,31.0579,31.7522,21258640,48.1487,48.7433,47.6441,48.6802,26452537
2015-08-28,15.5148,15.5527,15.3256,15.477,75899306,50.3253,50.7737,50.0646,50.5054,17205353,178.6069,179.8065,177.3406,178.7592,2413053,58.7794,58.9349,58.1486,58.6331,16687313,31.5763,31.6504,31.2107,31.5208,13192417,48.428,48.5901,47.7883,48.2388,18342169
2015-08-31,15.4486,15.4912,15.3067,15.4581,66695185,50.3632,50.8655,49.9746,50.695,20629022,178.7021,181.1395,178.2165,179.5685,2857984,58.1577,58.8343,58.0297,58.6057,14223416,31.5578,32.3725,31.3542,31.8911,13392997,48.1126,48.2568,47.8063,48.0496,13842199
2015-09-01,15.0891,15.1837,14.6256,14.7391,119064035,49.6713,49.6713,47.6711,48.2873,28621585,175.4173,177.5405,172.4086,173.3988,5494486,57.4629,57.4629,55.7623,56.1829,23637264,30.9376,31.2616,30.3729,30.6599,14590115,46.9504,47.1396,45.5268,45.9413,28031703
2015-09-02,15.0048,15.0523,14.7771,15.0428,74820399,49.0361,49.3205,48.3347,49.0551,17515830,176.0171,176.9216,173.7701,175.6744,3043803,57.2526,57.52,56.2651,57.2069,17757899,31.2061,31.2986,30.6969,31.2801,12150955,46.9954,47.2927,46.1935,46.8422,20919629
2015-09-03,15.1567,15.3654,15.0618,15.1282,77175757,49.2542,49.9651,48.9034,49.093,15708685,176.1409,178.8925,175.4554,176.198,2902175,57.4903,58.2034,57.0971,57.3074,17065377,31.3357,31.9328,31.1413,31.2894,11670783,47.2026,47.7522,47.0495,47.2387,15719008
2015-09-04,14.9859,15.0523,14.7106,14.853,104539500,48.4674,48.6285,47.51,47.9555,19054523,173.5321,174.0748,170.5529,171.7421,4295588,56.5029,56.6126,55.5429,56.2286,20188951,30.845,31.0487,30.4053,30.7247,12774080,46.6711,46.6891,45.734,46.2115,22303838
2015-09-08,15.1472,15.337,15.0903,15.337,73960238,48.7233,49.1783,48.3631,48.9603,17160164,175.1031,177.3882,174.8555,176.9788,3060052,57.3897,57.7829,56.9874,57.7463,13385051,31.3819,31.8633,31.3264,31.7245,13449171,47.4369,47.7342,46.8332,47.6892,19685429
2015-09-09,15.5363,15.6217,15.0238,15.0903,70466139,49.6713,49.8798,48.0882,48.2304,16930921,180.473,182.5677,176.3884,176.7883,4756838,58.4594,58.8251,56.6857,56.8503,13889457,32.2614,32.4465,31.1505,31.2431,10657174,48.3018,48.3829,46.8693,47.0224,16221491
2015-09-10,15.0618,15.2896,15.0048,15.2231,71110193,47.9271,48.8181,47.6711,48.4105,17467020,176.5693,178.8259,175.9219,177.0073,3042592,56.5577,57.5954,56.1829,57.2891,15751110,31.132,31.6041,30.9839,31.3542,9692524,46.9143,47.6261,46.6711,47.3558,17996234
2015-09-11,15.1757,15.2421,15.0903,15.2231,54287677,48.3536,48.4864,47.9934,48.439,12001784,176.5503,176.9216,174.5413,176.398,2536786,57.0331,57.2891,56.6729,57.1977,12766683,31.2616,31.4838,30.9885,31.4653,7800867,47.1576,47.4459,46.8819,47.4099,12549350
2015-09-14,15.1567,15.2516,15.0903,15.1472,50640946,48.42,48.5148,48.0408,48.3252,11426957,176.7122,176.9597,174.5223,175.1317,2746271,57.2709,57.312,56.7954,57.0331,10202787,31.4005,31.5763,31.1274,31.2986,9102211,47.4189,47.6441,47.2207,47.545,16225618
2015-09-15,15.2231,15.5553,15.1947,15.4794,62327105,48.5148,49.567,48.401,49.2921,17858941,175.9314,179.0163,175.3697,178.4736,3092831,57.3806,58.4137,57.152,58.1303,14023503,31.419,32.1781,31.2801,32.0114,8776696,47.7883,48.4598,47.5901,48.1757,14305498
2015-09-16,15.5173,15.5553,15.2706,15.4984,83776419,49.5385,49.9651,49.093,49.8514,17369472,178.9592,180.235,177.6548,179.6066,2717753,58.4137,58.7794,57.792,58.6423,12235935,32.0392,32.1966,31.7522,32.0485,10540442,48.2207,48.5541,47.6621,48.4009,15218544
2015-09-17,15.4604,15.6407,14.9764,15.0523,119088186,49.8703,50.24,48.7044,48.9603,24075192,179.4257,181.4442,177.093,177.5215,3712648,58.6423,59.0994,57.0423,57.28,21249199,32.0207,32.3077,31.3727,31.5208,13617157,48.3829,48.5721,46.8783,47.0405,25025803
2015-09-18,14.8815,14.9099,14.7106,14.7676,136531198,48.0598,48.1925,47.5005,47.6711,33404568,174.4271,174.5985,171.904,172.2753,6529889,56.5303,56.5303,55.5703,55.7166,31008001,31.0672,31.1042,30.4007,30.5766,19591325,46.1935,46.3837,45.68,45.9863,39561581
2015-09-21,14.872,14.9479,14.7771,14.9004,79096205,48.1735,48.439,47.7376,48.0693,14936595,174.5223,175.5791,172.9989,174.5699,2947153,56.2469,56.6034,55.8446,56.1829,13136377,30.8728,31.1042,30.5811,30.8635,8950862,46.4188,46.6228,46.1124,46.4458,16673315
2015-09-22,14.7011,14.7866,14.6632,14.7771,92235195,47.3488,47.8228,47.2635,47.7564,19610639,172.2277,172.3324,169.4856,171.1137,4166934,55.4057,55.8491,55.2411,55.6891,14811862,30.3359,30.4285,29.7157,30.0304,13385546,45.8331,46.0854,45.3502,45.671,21761275
2015-09-23,14.8055,15.0428,14.7866,14.9194,78117507,47.7754,48.0124,47.3488,47.51,13680224,171.1994,171.5612,169.2381,170.8186,2732623,55.5886,55.9086,55.1497,55.4423,11712247,29.9841,30.3451,29.7248,29.9193,12264653,45.8421,45.8962,45.4998,45.752,12521218
2015-09-24,14.7438,14.8245,14.6157,14.7581,99520125,47.0739,47.1593,46.2113,46.5715,32241013,169.1524,169.4523,166.4485,168.4383,3910036,54.8663,55.2046,54.3634,55.0583,17293389,29.5768,29.6786,29.0491,29.5953,16766459,45.1304,45.6619,44.8691,45.5448,17064312
2015-09-25,15.0713,15.2041,15.0048,15.0808,88654983,47.5574,48.0787,47.273,47.9176,22341773,170.6186,172.4372,169.6284,171.2185,3026501,56.0183,56.5577,55.6526,56.2011,18384297,30.1322,30.3544,29.674,29.799,13797827,46.2746,46.7341,46.0133,46.3827,18394809
2015-09-28,14.9859,15.0143,14.5967,14.6822,91324283,47.9934,48.0598,46.4009,46.4768,21919777,169.9141,169.9141,164.4775,164.7346,3898527,55.6983,55.7806,54.5737,54.8389,17452209,29.512,29.549,28.5224,28.7807,15445355,46.0133,46.2206,45.2295,45.3826,17647883
2015-09-29,14.7106,14.7391,14.4734,14.5683,79829410,46.4957,46.8749,45.9459,46.4483,16485029,164.7251,165.0012,159.4694,163.6301,4419120,54.8389,54.976,53.696,54.7109,19334947,28.7807,28.9473,28.2067,28.7066,13715874,45.4727,45.9142,45.0521,45.8512,20816372
2015-09-30,14.7581,14.8055,14.5398,14.7866,71347084,47.2161,47.2446,46.3535,47.0265,17628957,166.2199,166.6959,163.9158,165.4391,2931453,55.4971,55.7714,54.9577,55.744,18743807,29.1972,29.4241,28.9603,29.1602,15024780,46.5179,46.599,45.6827,46.2656,20514761
2015-10-01,14.7296,14.8435,14.5778,14.7581,71516846,46.8464,47.3962,46.6569,47.292,16291039,166.0485,167.7337,164.7536,167.5909,3612953,55.8811,56.5669,55.3509,56.1554,16863215,29.0862,29.4472,28.7112,29.1602,13358732,46.4098,46.7251,45.8737,46.3467,15556585
2015-10-02,14.312,14.5967,13.8849,14.5967,181838369,45.9838,47.2825,45.2255,47.2825,27320857,163.8967,168.6192,161.7354,168.5335,4469873,54.8754,56.0449,53.8993,55.9989,20435078,28.1419,29.1324,27.9105,29.0954,22822517,45.3016,46.2115,44.6078,46.1845,21630348
2015-10-05,14.6632,14.9859,14.6537,14.8909,75315340,47.7754,48.6617,47.7185,48.4958,14881154,169.6951,172.3896,169.3142,172.0468,3411878,56.3949,57.3158,56.3764,57.1132,13471119,29.3824,30.0674,29.3546,29.8915,11635718,46.59,47.3648,46.4008,47.2207,15240718
2015-10-06,14.8815,15.0143,14.7771,14.8909,67473718,48.3916,48.8181,48.183,48.401,12602145,171.5708,172.599,170.8757,171.685,1859061,57.196,57.4263,56.7402,57.1408,12134800,29.6879,30.0211,29.5675,29.9563,8875105,47.0134,47.3378,46.7792,46.8783,14490737
2015-10-07,14.9764,15.1187,14.7771,14.9479,67019915,48.7992,49.1499,48.24,48.6475,16606396,173.0941,174.9888,171.8945,173.5035,2594918,57.6012,58.0432,56.8691,57.2145,12818858,30.6784,30.8543,30.197,30.484,13600771,47.2927,47.5045,46.7702,47.0224,13918017
2015-10-08,14.9194,14.9764,14.7201,14.9479,79056883,48.4295,49.1404,48.1072,48.9603,16903001,172.5038,173.7321,171.1423,172.3991,3253394,56.9566,57.325,56.5698,57.2145,13964567,30.6229,30.7432,30.0859,30.5395,11407643,47.0585,47.3828,46.644,47.3378,15384114
2015-10-09,14.9479,15.0143,14.7106,14.7866,76667097,49.1215,49.311,48.2778,48.7044,14341225,172.2944,173.5607,169.676,170.6091,3334864,57.4539,57.5966,56.7034,57.0303,12112022,30.5025,30.7895,30.0026,30.2896,11710992,47.7703,47.8153,46.8332,46.9774,16983126
2015-10-12,14.8055,14.8245,14.6442,14.7296,50725777,48.6854,48.8086,48.2304,48.6096,11187038,172.142,172.5229,170.4377,171.5993,3059829,56.9474,57.1039,56.5413,56.8369,10857374,30.3174,30.4099,30.1137,30.3637,7034510,46.9594,47.2387,46.626,47.0134,10639023
2015-10-13,14.6632,14.796,14.6157,14.7296,73689847,48.202,49.0172,48.183,48.5432,13337940,170.9709,174.37,170.9043,172.3039,2918822,56.533,57.2421,56.4593,56.6803,15621860,30.1045,30.7062,30.0952,30.1878,10943718,46.8693,47.1306,46.59,46.7251,16002167
2015-10-14,14.9669,15.1092,14.7581,14.8435,122272438,48.4105,48.5527,47.7564,48.0787,22288016,172.0754,173.4893,170.5615,170.9138,3252009,55.9528,56.1462,54.8294,55.2438,28989352,30.16,30.646,29.9749,30.123,9877460,46.581,46.7612,45.716,46.4008,26269117
2015-10-15,15.0048,15.4509,14.9194,15.3655,127028772,49.1309,50.4106,48.4579,50.2116,31023069,168.2669,176.855,167.3434,176.1028,5720088,55.6858,57.0579,55.3482,56.9934,18147873,30.2803,31.1783,29.9563,31.1135,12920484,46.8332,47.4819,46.6338,47.4729,18262387
2015-10-16,15.4556,15.4604,15.2136,15.299,66989537,50.5623,50.5813,49.8277,49.9462,17569151,176.2551,177.7119,174.8365,176.3123,2977469,57.4907,57.6933,57.1776,57.4907,17456576,31.3264,31.5486,31.0117,31.4282,13804697,47.8874,47.9234,47.3062,47.6441,15676303
2015-10-19,15.1852,15.3845,15.1662,15.318,62953541,49.6333,50.4106,49.6049,50.1073,13616434,174.6937,177.5691,174.3795,176.8455,2665724,57.0947,57.7992,57.0119,57.2973,14510389,29.549,29.9286,29.2528,29.9193,39255633,47.536,47.7612,47.2567,47.3558,15515662
2015-10-20,15.337,15.4604,15.2801,15.375,50797790,50.1073,50.4296,49.8608,50.0883,11195808,176.3313,177.0644,175.0936,176.6265,2736241,57.4263,57.8453,57.1684,57.5736,11545128,29.8175,29.9934,29.313,29.8545,23590412,47.4099,48.009,47.3738,47.8243,13583334
2015-10-21,15.4319,15.4604,15.0903,15.0903,64861330,50.2305,50.3917,49.093,49.112,15829217,177.3025,177.3025,170.9519,171.0947,3711065,57.9051,57.9788,57.1408,57.15,12173278,29.9934,30.0026,29.026,29.1417,22317315,47.7883,48.5271,47.7793,47.8604,17698584
2015-10-22,15.1852,15.375,15.1804,15.337,74116646,49.4627,50.112,49.4343,49.7755,22320467,171.5993,175.3697,171.5708,174.7699,2609637,57.4815,58.5497,57.4815,58.1906,15295681,29.3454,30.0211,29.2806,29.9471,18753847,48.1126,49.0587,48.1126,48.7073,18263223
2015-10-23,15.4604,15.7072,15.4224,15.6787,82285833,50.24,50.8751,50.1926,50.8467,19927051,176.2932,177.4358,175.5982,176.617,2935718,58.5958,59.1069,58.4761,58.8168,16985219,30.16,30.5442,29.9378,30.197,14730705,48.9596,49.374,48.7523,49.329,16924772
2015-10-26,15.6787,15.7072,15.5078,15.6692,67702832,50.458,50.7993,50.003,50.3443,14530672,178.1403,178.9972,177.6833,178.0546,2573727,58.7892,58.9273,58.3932,58.8444,13880244,30.2063,30.3822,29.9226,30.1322,10952312,49.338,49.383,48.7974,48.9145,12661370
2015-10-27,15.5648,15.6312,15.4699,15.5648,56159251,49.9651,50.1547,49.5196,49.8703,13232394,177.093,177.8833,175.6648,177.3882,1932290,58.5037,58.8076,58.3043,58.605,8831862,29.9471,29.9656,29.4333,29.836,13302409,48.6352,48.946,48.491,48.7613,12443881
2015-10-28,15.6122,16.4284,15.6075,16.4,147720142,50.1073,52.0979,49.9651,51.8799,23403941,177.769,182.3106,177.2549,182.1583,3231934,58.6602,60.5388,58.651,60.3178,17962014,29.9011,31.2776,29.8639,31.1009,17285581,48.8695,50.0047,48.8065,49.9596,16681630
2015-10-29,16.2861,16.5518,16.1058,16.2196,95542296,51.7092,52.2405,50.8742,50.9122,23153933,181.8536,182.7676,180.2635,180.7967,3068096,60.0968,60.6217,59.7469,60.0508,12753676,31.1009,31.5054,31.0172,31.1939,12759605,49.9056,50.0653,49.4731,49.6353,11334914
2015-10-30,16.3051,16.3051,15.9065,15.9254,87645788,50.9976,51.064,50.2196,50.4473,18430238,180.673,180.9872,178.2736,178.5212,2791644,60.1336,60.1705,59.0562,59.1667,15731415,31.1009,31.2218,30.6265,30.6637,13581073,49.6173,49.6173,48.6802,48.7794,18450513
2015-11-02,16.0393,16.2671,16.0109,16.1912,56948218,50.7129,51.2822,50.6086,51.0735,11999672,179.3019,181.3109,178.6878,180.5968,2531476,59.3509,60.548,59.2956,60.3547,15253302,30.7846,31.3613,30.7102,31.1381,9887911,48.8424,49.5722,48.7703,49.4191,10992331
2015-11-03,16.1437,16.381,16.1247,16.3051,66127070,50.8173,51.6048,50.7793,51.3866,13518266,180.1874,182.6819,179.997,181.5584,2443204,60.1244,60.8704,60.0139,60.5757,11519476,30.9428,31.1939,30.766,30.9614,11389795,49.2659,49.6894,49.0587,49.4911,10709126
2015-11-04,16.419,16.4284,16.0963,16.1437,78728433,51.5858,51.7092,50.9122,51.0735,16985181,181.8536,183.6531,181.1966,182.4724,2174279,60.7875,60.9164,60.4375,60.6401,11388422,31.0637,31.2497,30.9138,31.0637,9125368,49.4957,49.668,49.3278,49.5138,12823595
2015-11-05,16.1627,16.4854,16.1627,16.4284,85505498,51.026,51.6143,50.9976,51.3771,13632480,183.3198,184.0244,181.8536,182.8247,2186265,60.5849,61.3953,60.548,61.1835,12715877,31.1846,31.6682,31.073,31.5101,12192336,49.3052,49.9674,49.3052,49.7678,12263906
2015-11-06,16.9315,17.1687,16.8555,17.0359,158037510,52.9141,53.5688,52.6485,53.009,21654380,186.6141,189.918,186.5189,189.6323,4270825,62.9608,63.5685,62.7121,63.0436,23262747,32.4959,33.1191,32.4122,32.9331,19355167,50.8383,51.1105,50.4029,50.6659,22376825
2015-11-09,17.1118,17.1592,16.6657,16.7796,129920743,53.0564,53.3126,52.25,52.8572,19921807,189.5086,190.3274,186.9188,187.3377,2604360,63.2647,63.2831,61.7728,62.0583,17143831,33.0354,33.24,32.4029,32.654,10976791,50.8746,51.0016,50.0218,50.3212,17609713
2015-11-10,16.7321,17.0264,16.6657,16.9409,59905761,52.6864,53.2936,52.1836,52.9426,17657433,187.1664,188.7278,185.9239,188.3375,2149921,61.8741,62.4819,61.6347,62.3254,13239736,32.5517,32.8494,32.2983,32.775,7335612,50.167,50.7657,50.1035,50.7204,13475898
2015-11-11,17.0738,17.0738,16.7796,16.846,59235017,53.2462,53.2652,51.9748,52.0887,15834013,188.7945,189.4038,187.3092,187.9376,1645959,62.7121,62.7766,61.9294,62.0215,8513925,32.9052,33.054,32.5052,32.5703,7511346,50.92,50.9562,50.3575,50.6206,10808470
2015-11-12,16.6847,16.7321,16.4664,16.4854,77850874,51.7281,51.7281,50.7129,50.7224,17734993,186.795,186.795,183.0532,183.5388,3166928,61.5702,61.6071,60.7322,60.7783,13576850,32.3099,32.3378,31.7891,31.8356,10403434,50.3666,50.5752,50.0491,50.0491,17552240
2015-11-13,16.2576,16.4284,16.2196,16.324,103574885,50.4473,50.8315,49.9729,50.4473,16828803,183.4055,184.1196,180.9586,181.2728,2483957,60.6309,60.9348,60.0692,60.3731,11836959,31.6589,31.9658,31.4171,31.5566,8727958,49.913,50.2214,49.287,49.5047,16550247
2015-11-16,16.2576,16.5708,16.1437,16.5423,70384338,50.248,50.9406,49.8021,50.9406,14896647,180.8919,182.958,179.0068,182.958,4626574,60.281,61.3124,60.0139,61.2479,11041106,31.3799,31.7519,30.8962,31.6682,11227415,49.4231,50.1398,49.3505,50.1398,11955410
2015-11-17,16.6088,16.7037,16.4569,16.5328,70488605,51.1304,51.4435,50.5042,50.7509,14845282,183.4436,183.7578,181.2061,181.4442,1783839,61.3953,61.4597,60.677,60.898,12354839,32.0309,32.0309,31.1288,31.2404,10853281,50.1942,50.3348,49.7497,49.8586,11331933
2015-11-18,16.5423,16.9599,16.5423,16.9315,85708326,51.0924,52.2073,51.0071,52.1646,19100293,181.9012,184.7575,181.8631,184.3862,2509231,61.2203,62.2056,61.119,62.1135,12911408,31.3334,31.91,31.259,31.8542,10396151,49.9493,50.5934,49.8631,50.5026,16612571
2015-11-19,16.8745,16.9409,16.7227,16.7891,51829659,52.0697,52.4635,51.9369,52.2405,11997989,184.5385,184.9099,182.4915,183.7864,1835761,62.2333,62.4543,61.736,62.3069,12839462,31.8821,32.0309,31.5752,31.7798,8947765,50.5934,50.8654,50.3121,50.7748,12167644
